'2019-11-26 19:01:37,896 - [testcases.py-->line:31] - INFO: 用例：正常登录---执行通过'
'2019-12-09 00:31:22,306 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-09 00:31:22,514 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-09 00:31:22,797 - [testcase.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-09 00:31:23,113 - [testcase.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-09 00:31:23,465 - [testcase.py-->line:281] - INFO: 用例：提现成功（小于可剩余额）---执行通过'
'2019-12-09 00:31:24,004 - [testcase.py-->line:281] - INFO: 用例：member_id不存在---执行通过'
'2019-12-09 00:31:24,554 - [testcase.py-->line:281] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行通过'
'2019-12-09 00:31:24,985 - [testcase.py-->line:281] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-09 00:31:25,454 - [testcase.py-->line:281] - INFO: 用例：提现成功-金额为0.01---执行通过'
'2019-12-09 00:31:55,882 - [testcase.py-->line:104] - INFO: 用例：登录成功---执行通过'
'2019-12-09 00:31:56,319 - [testcase.py-->line:98] - INFO: 用例：手机号为空---执行未通过'
'2019-12-09 00:31:56,439 - [testcase.py-->line:104] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:31:56,739 - [testcase.py-->line:104] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:31:57,028 - [testcase.py-->line:104] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-09 00:31:57,538 - [testcase.py-->line:104] - INFO: 用例：密码错误---执行通过'
'2019-12-09 00:31:58,204 - [testcase.py-->line:98] - INFO: 用例：密码为空---执行未通过'
'2019-12-09 00:31:58,336 - [testcase.py-->line:104] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:31:58,628 - [testcase.py-->line:104] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:31:59,260 - [testcase.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-09 00:31:59,636 - [testcase.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-09 00:32:00,017 - [testcase.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:32:00,386 - [testcase.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:32:00,795 - [testcase.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-09 00:32:01,069 - [testcase.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-09 00:32:01,372 - [testcase.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:32:01,695 - [testcase.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-09 00:32:01,950 - [testcase.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:32:02,209 - [testcase.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-09 00:32:02,503 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-09 00:32:02,788 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-09 00:32:03,048 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-09 00:32:03,323 - [testcase.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-09 00:32:03,668 - [testcase.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-09 00:32:04,171 - [testcase.py-->line:281] - INFO: 用例：提现成功（小于可剩余额）---执行通过'
'2019-12-09 00:32:04,668 - [testcase.py-->line:275] - INFO: 用例：member_id为空---执行未通过'
'2019-12-09 00:32:04,813 - [testcase.py-->line:281] - INFO: 用例：member_id不存在---执行通过'
'2019-12-09 00:32:05,337 - [testcase.py-->line:275] - INFO: 用例：金额为0---执行未通过'
'2019-12-09 00:32:05,491 - [testcase.py-->line:281] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行通过'
'2019-12-09 00:32:06,087 - [testcase.py-->line:275] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-09 00:32:06,226 - [testcase.py-->line:281] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-09 00:32:06,785 - [testcase.py-->line:275] - INFO: 用例：金额为空---执行未通过'
'2019-12-09 00:32:06,919 - [testcase.py-->line:281] - INFO: 用例：提现成功-金额为0.01---执行通过'
'2019-12-09 00:32:07,307 - [testcase.py-->line:275] - INFO: 用例：金额为负数---执行未通过'
'2019-12-09 00:34:37,800 - [testcase.py-->line:104] - INFO: 用例：登录成功---执行通过'
'2019-12-09 00:34:38,180 - [testcase.py-->line:98] - INFO: 用例：手机号为空---执行未通过'
'2019-12-09 00:34:38,303 - [testcase.py-->line:104] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:34:38,576 - [testcase.py-->line:104] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:34:38,963 - [testcase.py-->line:104] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-09 00:34:39,261 - [testcase.py-->line:104] - INFO: 用例：密码错误---执行通过'
'2019-12-09 00:34:39,665 - [testcase.py-->line:98] - INFO: 用例：密码为空---执行未通过'
'2019-12-09 00:34:39,803 - [testcase.py-->line:104] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:34:40,091 - [testcase.py-->line:104] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:34:40,641 - [testcase.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-09 00:34:40,963 - [testcase.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-09 00:34:41,236 - [testcase.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:34:41,492 - [testcase.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:34:41,770 - [testcase.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-09 00:34:42,048 - [testcase.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-09 00:34:42,340 - [testcase.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:34:42,623 - [testcase.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-09 00:34:42,880 - [testcase.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:34:43,124 - [testcase.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-09 00:34:43,408 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-09 00:34:43,727 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-09 00:34:44,002 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-09 00:34:44,273 - [testcase.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-09 00:34:44,547 - [testcase.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-09 00:34:44,968 - [testcase.py-->line:281] - INFO: 用例：提现成功（小于可剩余额）---执行通过'
'2019-12-09 00:34:45,350 - [testcase.py-->line:275] - INFO: 用例：member_id为空---执行未通过'
'2019-12-09 00:34:45,478 - [testcase.py-->line:281] - INFO: 用例：member_id不存在---执行通过'
'2019-12-09 00:34:45,884 - [testcase.py-->line:275] - INFO: 用例：金额为0---执行未通过'
'2019-12-09 00:34:46,169 - [testcase.py-->line:275] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行未通过'
'2019-12-09 00:34:46,444 - [testcase.py-->line:275] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-09 00:34:46,570 - [testcase.py-->line:281] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-09 00:34:47,009 - [testcase.py-->line:275] - INFO: 用例：金额为空---执行未通过'
'2019-12-09 00:34:47,161 - [testcase.py-->line:281] - INFO: 用例：提现成功-金额为0.01---执行通过'
'2019-12-09 00:34:47,554 - [testcase.py-->line:275] - INFO: 用例：金额为负数---执行未通过'
'2019-12-09 00:47:42,597 - [testcase.py-->line:104] - INFO: 用例：登录成功---执行通过'
'2019-12-09 00:47:43,020 - [testcase.py-->line:98] - INFO: 用例：手机号为空---执行未通过'
'2019-12-09 00:47:43,150 - [testcase.py-->line:104] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:47:43,427 - [testcase.py-->line:104] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:47:43,689 - [testcase.py-->line:104] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-09 00:47:43,974 - [testcase.py-->line:104] - INFO: 用例：密码错误---执行通过'
'2019-12-09 00:47:44,356 - [testcase.py-->line:98] - INFO: 用例：密码为空---执行未通过'
'2019-12-09 00:47:44,485 - [testcase.py-->line:104] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:47:44,779 - [testcase.py-->line:104] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:47:45,439 - [testcase.py-->line:194] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-09 00:47:45,880 - [testcase.py-->line:194] - INFO: 用例：member_id为空---执行通过'
'2019-12-09 00:47:46,202 - [testcase.py-->line:194] - INFO: 用例：member_id不存在---执行通过'
'2019-12-09 00:47:46,628 - [testcase.py-->line:188] - INFO: 用例：金额为0---执行未通过'
'2019-12-09 00:47:46,765 - [testcase.py-->line:194] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-09 00:47:47,052 - [testcase.py-->line:194] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-09 00:47:47,377 - [testcase.py-->line:194] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-09 00:47:47,941 - [testcase.py-->line:188] - INFO: 用例：金额为空---执行未通过'
'2019-12-09 00:47:48,065 - [testcase.py-->line:194] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-09 00:47:48,522 - [testcase.py-->line:194] - INFO: 用例：金额为负数---执行通过'
'2019-12-09 00:47:48,894 - [testcase.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-09 00:47:49,167 - [testcase.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-09 00:47:49,472 - [testcase.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-09 00:47:49,762 - [testcase.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-09 00:47:50,063 - [testcase.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-09 00:47:50,352 - [testcase.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-09 00:47:50,622 - [testcase.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-09 00:47:50,884 - [testcase.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-09 00:47:51,166 - [testcase.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-09 00:47:51,563 - [testcase.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-09 00:47:51,900 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-09 00:47:52,217 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-09 00:47:52,508 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-09 00:47:52,934 - [testcase.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-09 00:47:53,298 - [testcase.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-09 00:47:53,749 - [testcase.py-->line:282] - INFO: 用例：提现成功（小于可剩余额）---执行通过'
'2019-12-09 00:47:54,248 - [testcase.py-->line:276] - INFO: 用例：member_id为空---执行未通过'
'2019-12-09 00:47:54,390 - [testcase.py-->line:282] - INFO: 用例：member_id不存在---执行通过'
'2019-12-09 00:47:54,904 - [testcase.py-->line:276] - INFO: 用例：金额为0---执行未通过'
'2019-12-09 00:47:55,067 - [testcase.py-->line:282] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行通过'
'2019-12-09 00:47:55,701 - [testcase.py-->line:276] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-09 00:47:55,853 - [testcase.py-->line:282] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-09 00:47:56,687 - [testcase.py-->line:276] - INFO: 用例：金额为空---执行未通过'
'2019-12-09 00:47:56,823 - [testcase.py-->line:282] - INFO: 用例：提现成功-金额为0.01---执行通过'
'2019-12-09 00:47:57,535 - [testcase.py-->line:276] - INFO: 用例：金额为负数---执行未通过'
'2019-12-10 22:25:21,172 - [testcase.py-->line:105] - INFO: 用例：登录成功---执行通过'
'2019-12-10 22:25:21,729 - [testcase.py-->line:99] - INFO: 用例：手机号为空---执行未通过'
'2019-12-10 22:25:21,822 - [testcase.py-->line:105] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:25:22,025 - [testcase.py-->line:105] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:25:22,357 - [testcase.py-->line:105] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-10 22:25:22,711 - [testcase.py-->line:105] - INFO: 用例：密码错误---执行通过'
'2019-12-10 22:25:23,334 - [testcase.py-->line:99] - INFO: 用例：密码为空---执行未通过'
'2019-12-10 22:25:23,446 - [testcase.py-->line:105] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:25:23,766 - [testcase.py-->line:105] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:25:24,382 - [testcase.py-->line:171] - INFO: 充值之前的金额为：31982.99
,充值之后的金额为:33982.99'
'2019-12-10 22:25:24,382 - [testcase.py-->line:185] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-10 22:25:24,741 - [testcase.py-->line:185] - INFO: 用例：member_id为空---执行通过'
'2019-12-10 22:25:25,006 - [testcase.py-->line:185] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:25:25,450 - [testcase.py-->line:179] - INFO: 用例：金额为0---执行未通过'
'2019-12-10 22:25:25,741 - [testcase.py-->line:171] - INFO: 充值之前的金额为：33982.99
,充值之后的金额为:533982.99'
'2019-12-10 22:25:25,741 - [testcase.py-->line:185] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-10 22:25:26,035 - [testcase.py-->line:185] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-10 22:25:26,367 - [testcase.py-->line:185] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:25:26,834 - [testcase.py-->line:179] - INFO: 用例：金额为空---执行未通过'
'2019-12-10 22:25:27,096 - [testcase.py-->line:171] - INFO: 充值之前的金额为：533982.99
,充值之后的金额为:533983.00'
'2019-12-10 22:25:27,097 - [testcase.py-->line:185] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-10 22:25:27,403 - [testcase.py-->line:185] - INFO: 用例：金额为负数---执行通过'
'2019-12-10 22:25:27,775 - [testcase.py-->line:64] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-10 22:25:28,096 - [testcase.py-->line:64] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-10 22:25:28,363 - [testcase.py-->line:64] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:25:28,605 - [testcase.py-->line:64] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:25:28,934 - [testcase.py-->line:64] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-10 22:25:29,177 - [testcase.py-->line:64] - INFO: 用例：手机号为空---执行通过'
'2019-12-10 22:25:29,439 - [testcase.py-->line:64] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:25:29,747 - [testcase.py-->line:64] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-10 22:25:30,026 - [testcase.py-->line:64] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:25:30,404 - [testcase.py-->line:64] - INFO: 用例：不传密码---执行通过'
'2019-12-10 22:25:30,688 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-10 22:25:31,049 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-10 22:25:31,347 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-10 22:25:31,725 - [testcase.py-->line:64] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-10 22:25:32,119 - [testcase.py-->line:64] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-10 22:25:32,565 - [testcase.py-->line:273] - INFO: 用例：提现成功（小于可剩余额）---执行通过'
'2019-12-10 22:25:33,123 - [testcase.py-->line:267] - INFO: 用例：member_id为空---执行未通过'
'2019-12-10 22:25:33,206 - [testcase.py-->line:273] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:25:33,579 - [testcase.py-->line:267] - INFO: 用例：金额为0---执行未通过'
'2019-12-10 22:25:33,675 - [testcase.py-->line:273] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行通过'
'2019-12-10 22:25:34,155 - [testcase.py-->line:267] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-10 22:25:34,238 - [testcase.py-->line:273] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:25:34,653 - [testcase.py-->line:267] - INFO: 用例：金额为空---执行未通过'
'2019-12-10 22:25:34,744 - [testcase.py-->line:273] - INFO: 用例：提现成功-金额为0.01---执行通过'
'2019-12-10 22:25:35,259 - [testcase.py-->line:267] - INFO: 用例：金额为负数---执行未通过'
'2019-12-10 22:37:58,540 - [testcase.py-->line:105] - INFO: 用例：登录成功---执行通过'
'2019-12-10 22:37:58,879 - [testcase.py-->line:105] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:37:59,044 - [testcase.py-->line:105] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:37:59,188 - [testcase.py-->line:105] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-10 22:37:59,399 - [testcase.py-->line:105] - INFO: 用例：密码错误---执行通过'
'2019-12-10 22:37:59,741 - [testcase.py-->line:105] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:37:59,901 - [testcase.py-->line:105] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:38:00,332 - [testcase.py-->line:172] - INFO: 充值之前的金额为：33981.99
,充值之后的金额为:35981.99'
'2019-12-10 22:38:00,332 - [testcase.py-->line:186] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-10 22:38:00,500 - [testcase.py-->line:186] - INFO: 用例：member_id为空---执行通过'
'2019-12-10 22:38:00,689 - [testcase.py-->line:186] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:38:01,263 - [testcase.py-->line:172] - INFO: 充值之前的金额为：35981.99
,充值之后的金额为:535981.99'
'2019-12-10 22:38:01,263 - [testcase.py-->line:186] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-10 22:38:01,429 - [testcase.py-->line:186] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-10 22:38:01,601 - [testcase.py-->line:186] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:38:02,115 - [testcase.py-->line:172] - INFO: 充值之前的金额为：535981.99
,充值之后的金额为:535982.00'
'2019-12-10 22:38:02,116 - [testcase.py-->line:186] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-10 22:38:02,288 - [testcase.py-->line:186] - INFO: 用例：金额为负数---执行通过'
'2019-12-10 22:38:02,463 - [testcase.py-->line:64] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-10 22:38:02,646 - [testcase.py-->line:64] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-10 22:38:02,846 - [testcase.py-->line:64] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:38:03,046 - [testcase.py-->line:64] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:38:03,212 - [testcase.py-->line:64] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-10 22:38:03,373 - [testcase.py-->line:64] - INFO: 用例：手机号为空---执行通过'
'2019-12-10 22:38:03,546 - [testcase.py-->line:64] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:38:03,714 - [testcase.py-->line:64] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-10 22:38:03,873 - [testcase.py-->line:64] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:38:04,038 - [testcase.py-->line:64] - INFO: 用例：不传密码---执行通过'
'2019-12-10 22:38:04,230 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-10 22:38:04,446 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-10 22:38:04,610 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-10 22:38:04,841 - [testcase.py-->line:64] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-10 22:38:05,030 - [testcase.py-->line:64] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-10 22:38:05,635 - [testcase.py-->line:289] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:38:06,930 - [testcase.py-->line:289] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:38:43,899 - [testcase.py-->line:105] - INFO: 用例：登录成功---执行通过'
'2019-12-10 22:38:44,469 - [testcase.py-->line:99] - INFO: 用例：手机号为空---执行未通过'
'2019-12-10 22:38:44,569 - [testcase.py-->line:105] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:38:44,805 - [testcase.py-->line:105] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:38:45,103 - [testcase.py-->line:105] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-10 22:38:45,372 - [testcase.py-->line:105] - INFO: 用例：密码错误---执行通过'
'2019-12-10 22:38:45,974 - [testcase.py-->line:99] - INFO: 用例：密码为空---执行未通过'
'2019-12-10 22:38:46,077 - [testcase.py-->line:105] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:38:46,336 - [testcase.py-->line:105] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:38:46,855 - [testcase.py-->line:172] - INFO: 充值之前的金额为：535982.00
,充值之后的金额为:537982.00'
'2019-12-10 22:38:46,855 - [testcase.py-->line:186] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-10 22:38:47,185 - [testcase.py-->line:186] - INFO: 用例：member_id为空---执行通过'
'2019-12-10 22:38:47,476 - [testcase.py-->line:186] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:38:47,928 - [testcase.py-->line:180] - INFO: 用例：金额为0---执行未通过'
'2019-12-10 22:38:48,197 - [testcase.py-->line:172] - INFO: 充值之前的金额为：537982.00
,充值之后的金额为:1037982.00'
'2019-12-10 22:38:48,198 - [testcase.py-->line:186] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-10 22:38:48,445 - [testcase.py-->line:186] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-10 22:38:48,787 - [testcase.py-->line:186] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:38:49,397 - [testcase.py-->line:180] - INFO: 用例：金额为空---执行未通过'
'2019-12-10 22:38:49,654 - [testcase.py-->line:172] - INFO: 充值之前的金额为：1037982.00
,充值之后的金额为:1037982.01'
'2019-12-10 22:38:49,654 - [testcase.py-->line:186] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-10 22:38:49,991 - [testcase.py-->line:186] - INFO: 用例：金额为负数---执行通过'
'2019-12-10 22:38:50,287 - [testcase.py-->line:64] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-10 22:38:50,561 - [testcase.py-->line:64] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-10 22:38:50,859 - [testcase.py-->line:64] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:38:51,127 - [testcase.py-->line:64] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:38:51,453 - [testcase.py-->line:64] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-10 22:38:51,732 - [testcase.py-->line:64] - INFO: 用例：手机号为空---执行通过'
'2019-12-10 22:38:51,967 - [testcase.py-->line:64] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:38:52,220 - [testcase.py-->line:64] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-10 22:38:52,536 - [testcase.py-->line:64] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:38:52,818 - [testcase.py-->line:64] - INFO: 用例：不传密码---执行通过'
'2019-12-10 22:38:53,129 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-10 22:38:53,387 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-10 22:38:53,602 - [testcase.py-->line:64] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-10 22:38:53,893 - [testcase.py-->line:64] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-10 22:38:54,137 - [testcase.py-->line:64] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-10 22:38:54,946 - [testcase.py-->line:283] - INFO: 用例：member_id为空---执行未通过'
'2019-12-10 22:38:55,130 - [testcase.py-->line:289] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:38:55,756 - [testcase.py-->line:283] - INFO: 用例：金额为0---执行未通过'
'2019-12-10 22:38:56,091 - [testcase.py-->line:283] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-10 22:38:56,270 - [testcase.py-->line:289] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-10 22:38:56,785 - [testcase.py-->line:283] - INFO: 用例：金额为空---执行未通过'
'2019-12-10 22:38:57,102 - [testcase.py-->line:283] - INFO: 用例：金额为负数---执行未通过'
'2019-12-10 22:41:48,508 - [testcase.py-->line:105] - INFO: 用例：登录成功---执行通过'
'2019-12-10 22:41:48,967 - [testcase.py-->line:105] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-10 22:41:49,123 - [testcase.py-->line:105] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-10 22:41:49,368 - [testcase.py-->line:105] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-10 22:41:49,552 - [testcase.py-->line:105] - INFO: 用例：密码错误---执行通过'
'2019-12-10 22:41:50,044 - [testcase.py-->line:105] - INFO: 用例：密码小于8位---执行通过'
'2019-12-10 22:41:50,263 - [testcase.py-->line:105] - INFO: 用例：密码大于16位---执行通过'
'2019-12-10 22:41:50,783 - [testcase.py-->line:172] - INFO: 充值之前的金额为：1037982.01
,充值之后的金额为:1039982.01'
'2019-12-10 22:41:50,784 - [testcase.py-->line:186] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-10 22:41:51,019 - [testcase.py-->line:186] - INFO: 用例：member_id为空---执行通过'
'2019-12-10 22:41:51,253 - [testcase.py-->line:186] - INFO: 用例：member_id不存在---执行通过'
'2019-12-10 22:41:52,126 - [testcase.py-->line:172] - INFO: 充值之前的金额为：1039982.01
,充值之后的金额为:1539982.01'
'2019-12-10 22:41:52,127 - [testcase.py-->line:186] - INFO: 用例：充值成功-金额为500000---执行通过'
